OrderItemID,OrderID,ProductID,Quantity,UnitRetailPrice,UnitDiscountAmount,NetUnitPrice,UnitCostAtSale,PlatformFeeAmount,VATAmount
905140,501831,2004,1,17.75,0.0,17.75,12.72,0.0,2.96
905141,501831,2051,2,18.12,0.0,18.12,12.06,0.0,6.04
905142,501831,2064,1,30.92,0.0,30.92,17.98,0.0,5.15
905143,501833,2039,1,18.65,0.0,18.65,12.83,0.0,3.11
905144,501833,2063,1,29.48,0.0,29.48,17.0,0.0,4.91
905145,501833,2051,1,17.5,1.75,15.75,12.06,0.0,2.62
905146,501834,2015,1,18.61,0.0,18.61,12.14,0.0,3.1
905147,501834,2051,1,18.87,0.94,17.93,12.06,0.0,2.99
905148,501834,2063,1,31.44,0.0,31.44,17.0,0.0,5.24
905149,501834,2004,1,18.65,0.0,18.65,12.72,0.0,3.11
905150,501835,2027,1,17.74,0.0,17.74,12.08,0.0,2.96
905151,501835,2004,1,17.77,0.0,17.77,12.72,0.0,2.96
905152,501835,2051,1,18.69,0.0,18.69,12.06,0.0,3.12
905153,501836,2051,1,18.66,0.93,17.73,12.06,0.0,2.96
905154,501836,2063,1,29.95,0.0,29.95,17.0,0.0,4.99
905155,501836,2015,2,18.62,0.0,18.62,12.14,0.0,6.21
905156,501837,2052,1,17.56,0.0,17.56,12.1,0.0,2.93
905157,501837,2051,1,17.91,0.0,17.91,12.06,0.0,2.98
905158,501837,2039,2,18.46,1.85,16.61,12.83,0.0,5.54
905159,501838,2064,2,31.34,0.0,31.34,17.98,3.13,10.45
905160,501838,2063,2,30.66,0.0,30.66,17.0,3.07,10.22
905161,501838,2028,1,18.85,0.94,17.91,11.46,0.9,2.98
905162,501839,2027,3,18.85,0.0,18.85,12.08,0.0,9.42
905163,501839,2015,2,17.99,0.0,17.99,12.14,0.0,6.0
905164,501839,2040,1,18.4,1.84,16.56,11.6,0.0,2.76
905165,501840,2064,1,29.45,0.0,29.45,17.98,0.0,4.91
905166,501840,2052,1,17.62,0.0,17.62,12.1,0.0,2.94
905167,501841,2028,2,18.5,0.0,18.5,11.46,0.0,6.17
905168,501841,2064,1,29.19,0.0,29.19,17.98,0.0,4.87
905169,501842,2007,1,19.96,0.0,19.96,13.42,1.0,3.33
905170,501842,2052,2,17.56,0.0,17.56,12.1,1.76,5.85
905171,501843,2027,1,17.81,0.0,17.81,12.08,0.0,2.97
905172,501844,2004,1,18.84,0.0,18.84,12.72,0.94,3.14
905173,501844,2063,1,31.16,0.0,31.16,17.0,1.56,5.19
905174,501845,2071,1,25.23,1.26,23.97,13.98,1.2,3.99
905175,501845,2004,1,18.83,0.94,17.89,12.72,0.89,2.98
905176,501846,2015,1,17.64,0.0,17.64,12.14,0.88,2.94
905177,501846,2040,1,18.11,0.0,18.11,11.6,0.91,3.02
905178,501846,2004,2,18.49,0.0,18.49,12.72,1.85,6.16
905179,501847,2064,1,31.41,0.0,31.41,17.98,0.0,5.23
905180,501847,2063,1,29.21,1.46,27.75,17.0,0.0,4.62
905181,501847,2028,2,18.09,0.0,18.09,11.46,0.0,6.03
905182,501847,2040,2,18.36,0.92,17.44,11.6,0.0,5.81
905183,501848,2071,1,25.92,0.0,25.92,13.98,1.3,4.32
905184,501848,2064,3,30.2,0.0,30.2,17.98,4.53,15.1
905185,501848,2015,1,17.93,1.79,16.14,12.14,0.81,2.69
905186,501849,2071,1,24.57,0.0,24.57,13.98,0.0,4.09
905187,501849,2063,1,29.45,0.0,29.45,17.0,0.0,4.91
905188,501850,2027,1,18.79,0.0,18.79,12.08,0.0,3.13
905189,501850,2039,2,18.29,0.0,18.29,12.83,0.0,6.1
905190,501851,2039,1,18.1,0.0,18.1,12.83,0.0,3.02
905191,501851,2063,1,31.06,0.0,31.06,17.0,0.0,5.18
905192,501851,2064,1,30.8,1.54,29.26,17.98,0.0,4.88
905193,501852,2064,1,31.02,3.1,27.92,17.98,0.0,4.65
905194,501852,2015,1,17.54,0.0,17.54,12.14,0.0,2.92
905195,501853,2040,2,18.05,0.9,17.15,11.6,0.0,5.72
905196,501853,2004,1,18.68,0.0,18.68,12.72,0.0,3.11
905197,501853,2028,1,18.03,0.0,18.03,11.46,0.0,3.0
905198,501854,2063,1,30.71,0.0,30.71,17.0,0.0,5.12
905199,501854,2040,2,17.48,0.87,16.61,11.6,0.0,5.54
905200,501855,2027,1,17.92,0.9,17.02,12.08,0.0,2.84
905201,501855,2040,2,18.26,0.0,18.26,11.6,0.0,6.09
905202,501856,2040,2,18.74,0.0,18.74,11.6,0.0,6.25
905203,501856,2070,1,25.66,0.0,25.66,16.21,0.0,4.28
905204,501856,2015,1,18.32,0.0,18.32,12.14,0.0,3.05
905205,501856,2064,1,29.13,1.46,27.67,17.98,0.0,4.61
905206,501857,2040,1,18.17,0.0,18.17,11.6,0.91,3.03
905207,501857,2064,1,29.1,0.0,29.1,17.98,1.46,4.85
905208,501857,2039,1,18.19,0.0,18.19,12.83,0.91,3.03
905209,501857,2052,2,18.27,0.0,18.27,12.1,1.83,6.09
905210,501858,2004,1,18.45,0.0,18.45,12.72,0.92,3.07
905211,501858,2046,1,18.87,0.0,18.87,11.77,0.94,3.15
905212,501858,2015,2,18.22,0.0,18.22,12.14,1.82,6.07
905213,501859,2004,3,17.55,0.0,17.55,12.72,0.0,8.77
905214,501859,2064,1,31.0,0.0,31.0,17.98,0.0,5.17
905215,501859,2034,1,18.43,0.0,18.43,10.99,0.0,3.07
905216,501860,2063,1,30.42,0.0,30.42,17.0,1.52,5.07
905217,501860,2052,1,17.89,0.0,17.89,12.1,0.89,2.98
905218,501860,2004,1,18.54,1.85,16.69,12.72,0.83,2.78
905219,501860,2070,1,25.03,0.0,25.03,16.21,1.25,4.17
905220,501861,2039,1,17.6,0.0,17.6,12.83,0.0,2.93
905221,501861,2052,1,17.93,0.0,17.93,12.1,0.0,2.99
905222,501862,2004,1,18.09,0.0,18.09,12.72,0.0,3.01
905223,501862,2040,1,18.79,0.0,18.79,11.6,0.0,3.13
905224,501863,2040,1,18.71,0.0,18.71,11.6,0.0,3.12
905225,501863,2015,1,17.59,0.0,17.59,12.14,0.0,2.93
905226,501863,2046,1,18.6,0.0,18.6,11.77,0.0,3.1
905227,501863,2039,1,18.08,0.0,18.08,12.83,0.0,3.01
905228,501864,2015,1,17.54,0.0,17.54,12.14,0.0,2.92
905229,501864,2046,1,17.94,0.9,17.04,11.77,0.0,2.84
905230,501864,2064,1,30.61,0.0,30.61,17.98,0.0,5.1
905231,501865,2039,1,18.19,0.0,18.19,12.83,0.0,3.03
905232,501865,2064,1,31.11,0.0,31.11,17.98,0.0,5.18
905233,501866,2027,1,18.01,0.0,18.01,12.08,0.9,3.0
905234,501867,2064,2,30.63,0.0,30.63,17.98,3.06,10.21
905235,501867,2007,2,19.9,0.0,19.9,13.42,1.99,6.63
905236,501867,2039,1,18.82,0.0,18.82,12.83,0.94,3.14
905237,501867,2040,1,18.32,0.0,18.32,11.6,0.92,3.05
905238,501868,2039,1,17.95,0.9,17.05,12.83,0.85,2.84
905239,501868,2064,2,31.12,0.0,31.12,17.98,3.11,10.37
905240,501869,2039,1,18.47,0.0,18.47,12.83,0.0,3.08
905241,501869,2034,2,18.31,0.0,18.31,10.99,0.0,6.1
905242,501870,2015,1,18.89,0.0,18.89,12.14,0.94,3.15
905243,501870,2027,1,17.58,0.0,17.58,12.08,0.88,2.93
905244,501871,2063,1,29.22,0.0,29.22,17.0,0.0,4.87
905245,501872,2015,1,18.19,0.0,18.19,12.14,0.0,3.03
905246,501872,2063,1,30.25,0.0,30.25,17.0,0.0,5.04
905247,501873,2007,1,19.99,0.0,19.99,13.42,1.0,3.33
905248,501873,2064,1,29.58,0.0,29.58,17.98,1.48,4.93
905249,501873,2040,1,18.23,0.0,18.23,11.6,0.91,3.04
905250,501874,2070,1,24.78,0.0,24.78,16.21,0.0,4.13
905251,501874,2007,1,19.97,0.0,19.97,13.42,0.0,3.33
905252,501874,2040,1,18.54,0.0,18.54,11.6,0.0,3.09
905253,501875,2070,2,24.44,2.44,22.0,16.21,0.0,7.33
905254,501875,2015,1,18.36,0.0,18.36,12.14,0.0,3.06
905255,501875,2007,1,19.83,0.0,19.83,13.42,0.0,3.3
905256,501875,2046,1,18.05,0.9,17.15,11.77,0.0,2.86
905257,501876,2064,2,29.93,0.0,29.93,17.98,0.0,9.98
905258,501876,2015,1,17.94,0.0,17.94,12.14,0.0,2.99
905259,501876,2020,1,31.28,0.0,31.28,16.94,0.0,5.21
905260,501877,2063,1,30.14,0.0,30.14,17.0,0.0,5.02
905261,501877,2068,1,25.2,0.0,25.2,12.6,0.0,4.2
905262,501877,2070,1,25.2,0.0,25.2,16.21,0.0,4.2
905263,501878,2020,1,31.42,0.0,31.42,16.94,1.57,5.24
905264,501879,2032,2,17.95,0.0,17.95,8.7,0.0,5.98
905265,501879,2064,1,31.32,0.0,31.32,17.98,0.0,5.22
905266,501879,2020,1,29.85,0.0,29.85,16.94,0.0,4.97
905267,501880,2020,1,30.6,0.0,30.6,16.94,1.53,5.1
905268,501880,2063,2,29.11,0.0,29.11,17.0,2.91,9.7
905269,501880,2007,1,20.52,0.0,20.52,13.42,1.03,3.42
905270,501881,2063,1,30.7,0.0,30.7,17.0,1.54,5.12
905271,501881,2015,1,17.63,0.0,17.63,12.14,0.88,2.94
905272,501882,2070,1,25.01,0.0,25.01,16.21,0.0,4.17
905273,501882,2007,1,19.93,0.0,19.93,13.42,0.0,3.32
905274,501883,2063,1,30.63,1.53,29.1,17.0,1.46,4.85
905275,501883,2020,1,30.81,3.08,27.73,16.94,1.39,4.62
905276,501883,2015,1,17.52,0.0,17.52,12.14,0.88,2.92
905277,501884,2020,1,29.58,0.0,29.58,16.94,1.48,4.93
905278,501884,2071,2,25.76,0.0,25.76,13.98,2.58,8.59
905279,501885,2070,1,25.14,0.0,25.14,16.21,1.26,4.19
905280,501885,2027,1,18.44,0.0,18.44,12.08,0.92,3.07
905281,501886,2063,1,30.1,0.0,30.1,17.0,0.0,5.02
905282,501887,2064,1,31.43,0.0,31.43,17.98,0.0,5.24
905283,501887,2034,3,18.36,0.0,18.36,10.99,0.0,9.18
905284,501887,2027,1,18.68,0.0,18.68,12.08,0.0,3.11
905285,501888,2032,1,18.29,0.0,18.29,8.7,0.0,3.05
905286,501888,2027,2,17.91,0.9,17.01,12.08,0.0,5.67
905287,501889,2063,2,31.4,0.0,31.4,17.0,0.0,10.47
905288,501890,2064,1,30.71,0.0,30.71,17.98,1.54,5.12
905289,501890,2015,1,18.77,0.0,18.77,12.14,0.94,3.13
905290,501891,2027,3,18.79,0.94,17.85,12.08,0.0,8.92
905291,501891,2028,3,18.29,0.0,18.29,11.46,0.0,9.14
905292,501892,2070,1,25.29,0.0,25.29,16.21,0.0,4.21
905293,501892,2028,2,18.2,0.91,17.29,11.46,0.0,5.76
905294,501893,2015,1,17.84,0.0,17.84,12.14,0.0,2.97
905295,501893,2070,2,24.52,1.23,23.29,16.21,0.0,7.76
905296,501893,2032,1,18.09,1.81,16.28,8.7,0.0,2.71
905297,501893,2007,1,20.94,0.0,20.94,13.42,0.0,3.49
905298,501894,2046,3,18.53,0.0,18.53,11.77,0.0,9.27
905299,501894,2015,2,18.04,0.0,18.04,12.14,0.0,6.01
905300,501894,2040,1,18.86,0.0,18.86,11.6,0.0,3.14
905301,501895,2070,2,25.69,0.0,25.69,16.21,0.0,8.56
905302,501895,2034,1,18.64,0.0,18.64,10.99,0.0,3.11
905303,501895,2064,1,30.64,3.06,27.58,17.98,0.0,4.6
905304,501896,2063,2,29.31,2.93,26.38,17.0,0.0,8.79
905305,501896,2052,1,18.64,1.86,16.78,12.1,0.0,2.8
905306,501896,2015,1,18.47,0.0,18.47,12.14,0.0,3.08
905307,501897,2008,1,27.91,0.0,27.91,15.7,0.0,4.65
905308,501897,2040,1,18.43,0.92,17.51,11.6,0.0,2.92
905309,501897,2015,1,17.73,0.0,17.73,12.14,0.0,2.96
905310,501898,2028,1,18.43,1.84,16.59,11.46,0.0,2.76
905311,501898,2071,2,25.11,0.0,25.11,13.98,0.0,8.37
905312,501898,2064,1,30.58,1.53,29.05,17.98,0.0,4.84
905313,501899,2015,1,17.64,0.0,17.64,12.14,0.0,2.94
905314,501899,2032,1,17.84,0.0,17.84,8.7,0.0,2.97
905315,501899,2008,1,29.12,0.0,29.12,15.7,0.0,4.85
905316,501899,2034,2,17.65,0.88,16.77,10.99,0.0,5.59
905317,501900,2008,2,27.76,0.0,27.76,15.7,2.78,9.25
905318,501900,2063,1,29.57,0.0,29.57,17.0,1.48,4.93
905319,501900,2070,3,25.36,0.0,25.36,16.21,3.8,12.68
905320,501900,2040,1,18.87,0.0,18.87,11.6,0.94,3.15
905321,501901,2064,1,29.3,0.0,29.3,17.98,0.0,4.88
905322,501901,2046,2,18.85,0.0,18.85,11.77,0.0,6.28
905323,501901,2063,1,29.47,0.0,29.47,17.0,0.0,4.91
905324,501902,2064,1,31.37,0.0,31.37,17.98,0.0,5.23
905325,501902,2015,1,17.84,0.0,17.84,12.14,0.0,2.97
905326,501903,2071,1,25.34,1.27,24.07,13.98,0.0,4.01
905327,501903,2063,1,30.75,0.0,30.75,17.0,0.0,5.12
905328,501903,2015,1,17.46,0.0,17.46,12.14,0.0,2.91
905329,501904,2015,1,18.59,0.0,18.59,12.14,0.0,3.1
905330,501904,2070,1,24.83,0.0,24.83,16.21,0.0,4.14
905331,501905,2040,1,17.92,0.0,17.92,11.6,0.0,2.99
905332,501905,2071,1,24.48,0.0,24.48,13.98,0.0,4.08
905333,501905,2027,2,18.48,0.0,18.48,12.08,0.0,6.16
905334,501905,2063,1,31.16,0.0,31.16,17.0,0.0,5.19
905335,501906,2040,2,18.07,0.9,17.17,11.6,0.0,5.72
905336,501907,2070,1,24.87,0.0,24.87,16.21,0.0,4.14
905337,501907,2007,1,20.14,0.0,20.14,13.42,0.0,3.36
905338,501907,2008,1,28.56,0.0,28.56,15.7,0.0,4.76
905339,501908,2064,1,31.08,0.0,31.08,17.98,0.0,5.18
905340,501908,2063,1,30.79,1.54,29.25,17.0,0.0,4.88
905341,501908,2015,1,17.75,0.0,17.75,12.14,0.0,2.96
905342,501909,2046,1,18.26,0.0,18.26,11.77,0.0,3.04
905343,501909,2064,2,30.77,0.0,30.77,17.98,0.0,10.26
905344,501909,2015,1,18.2,0.0,18.2,12.14,0.0,3.03
905345,501909,2071,1,24.77,0.0,24.77,13.98,0.0,4.13
905346,501910,2064,1,31.2,1.56,29.64,17.98,0.0,4.94
905347,501910,2071,1,24.79,0.0,24.79,13.98,0.0,4.13
905348,501911,2015,2,18.16,0.0,18.16,12.14,0.0,6.05
905349,501912,2070,1,25.83,0.0,25.83,16.21,0.0,4.3
905350,501912,2008,1,28.25,0.0,28.25,15.7,0.0,4.71
905351,501912,2007,2,20.3,0.0,20.3,13.42,0.0,6.77
905352,501912,2063,1,30.01,0.0,30.01,17.0,0.0,5.0
905353,501913,2055,1,17.83,0.0,17.83,11.44,0.0,2.97
905354,501913,2068,2,25.3,0.0,25.3,12.6,0.0,8.43
905355,501914,2007,1,20.2,0.0,20.2,13.42,0.0,3.37
905356,501914,2015,1,18.81,0.0,18.81,12.14,0.0,3.13
905357,501914,2063,1,30.21,3.02,27.19,17.0,0.0,4.53
905358,501915,2068,1,24.74,0.0,24.74,12.6,1.24,4.12
905359,501915,2071,2,25.47,1.27,24.2,13.98,2.42,8.07
905360,501915,2055,2,18.28,0.0,18.28,11.44,1.83,6.09
905361,501916,2027,1,17.67,0.0,17.67,12.08,0.0,2.95
905362,501916,2034,1,18.67,0.0,18.67,10.99,0.0,3.11
905363,501917,2008,1,28.0,0.0,28.0,15.7,0.0,4.67
905364,501917,2067,1,26.11,0.0,26.11,17.58,0.0,4.35
905365,501917,2015,1,18.55,0.0,18.55,12.14,0.0,3.09
905366,501918,2064,1,30.41,0.0,30.41,17.98,0.0,5.07
905367,501918,2055,1,18.87,0.0,18.87,11.44,0.0,3.15
905368,501918,2071,1,24.58,0.0,24.58,13.98,0.0,4.1
905369,501919,2008,1,28.82,0.0,28.82,15.7,0.0,4.8
905370,501919,2063,2,30.24,0.0,30.24,17.0,0.0,10.08
905371,501919,2055,3,17.7,0.0,17.7,11.44,0.0,8.85
905372,501919,2007,1,19.47,0.97,18.5,13.42,0.0,3.08
905373,501920,2067,1,24.78,0.0,24.78,17.58,0.0,4.13
905374,501920,2055,1,17.82,0.0,17.82,11.44,0.0,2.97
905375,501921,2064,1,29.44,0.0,29.44,17.98,0.0,4.91
905376,501921,2055,1,18.74,0.0,18.74,11.44,0.0,3.12
905377,501922,2067,1,25.96,0.0,25.96,17.58,1.3,4.33
905378,501922,2008,3,27.44,0.0,27.44,15.7,4.12,13.72
905379,501923,2034,1,17.8,0.0,17.8,10.99,0.0,2.97
905380,501923,2008,1,27.23,0.0,27.23,15.7,0.0,4.54
905381,501924,2064,1,30.42,0.0,30.42,17.98,0.0,5.07
905382,501924,2055,1,18.89,0.0,18.89,11.44,0.0,3.15
905383,501925,2007,1,19.45,0.0,19.45,13.42,0.97,3.24
905384,501925,2031,1,18.43,0.0,18.43,11.76,0.92,3.07
905385,501925,2064,2,29.54,0.0,29.54,17.98,2.95,9.85
905386,501926,2015,1,17.52,0.0,17.52,12.14,0.88,2.92
905387,501926,2040,1,18.89,0.0,18.89,11.6,0.94,3.15
905388,501927,2007,1,20.94,0.0,20.94,13.42,0.0,3.49
905389,501927,2040,1,18.52,0.93,17.59,11.6,0.0,2.93
905390,501927,2055,2,18.6,0.0,18.6,11.44,0.0,6.2
905391,501928,2040,1,18.56,0.0,18.56,11.6,0.93,3.09
905392,501928,2064,1,30.48,1.52,28.96,17.98,1.45,4.83
905393,501928,2015,1,18.23,0.0,18.23,12.14,0.91,3.04
905394,501929,2064,1,30.78,0.0,30.78,17.98,1.54,5.13
905395,501929,2067,2,25.56,1.28,24.28,17.58,2.43,8.09
905396,501929,2046,1,18.6,0.0,18.6,11.77,0.93,3.1
905397,501930,2040,2,18.07,0.0,18.07,11.6,0.0,6.02
905398,501930,2015,3,18.43,0.0,18.43,12.14,0.0,9.21
905399,501931,2040,2,17.49,0.0,17.49,11.6,1.75,5.83
905400,501931,2055,2,17.76,0.0,17.76,11.44,1.78,5.92
905401,501931,2034,1,17.83,0.0,17.83,10.99,0.89,2.97
905402,501932,2015,1,17.86,0.0,17.86,12.14,0.0,2.98
905403,501932,2068,1,25.25,0.0,25.25,12.6,0.0,4.21
905404,501932,2040,1,17.46,0.87,16.59,11.6,0.0,2.76
905405,501933,2071,1,24.31,0.0,24.31,13.98,0.0,4.05
905406,501933,2027,2,18.77,0.0,18.77,12.08,0.0,6.26
905407,501934,2067,2,26.05,0.0,26.05,17.58,0.0,8.68
905408,501934,2071,1,25.88,2.59,23.29,13.98,0.0,3.88
905409,501934,2040,1,18.3,0.0,18.3,11.6,0.0,3.05
905410,501934,2015,1,18.09,0.0,18.09,12.14,0.0,3.01
905411,501935,2007,1,20.38,0.0,20.38,13.42,1.02,3.4
905412,501935,2040,1,18.52,0.0,18.52,11.6,0.93,3.09
905413,501935,2064,2,31.21,3.12,28.09,17.98,2.81,9.36
905414,501935,2055,1,18.85,0.0,18.85,11.44,0.94,3.14
905415,501936,2040,2,18.57,0.0,18.57,11.6,1.86,6.19
905416,501936,2007,1,20.93,0.0,20.93,13.42,1.05,3.49
905417,501936,2023,1,30.98,0.0,30.98,17.66,1.55,5.16
905418,501936,2015,1,18.7,0.0,18.7,12.14,0.94,3.12
905419,501937,2064,2,30.69,0.0,30.69,17.98,0.0,10.23
905420,501937,2047,1,17.92,0.0,17.92,12.29,0.0,2.99
905421,501938,2011,1,19.99,0.0,19.99,14.23,0.0,3.33
905422,501938,2046,1,18.11,0.0,18.11,11.77,0.0,3.02
905423,501938,2063,1,30.61,0.0,30.61,17.0,0.0,5.1
905424,501939,2040,1,18.79,0.0,18.79,11.6,0.94,3.13
905425,501939,2055,3,18.34,0.0,18.34,11.44,2.75,9.17
905426,501940,2064,2,31.41,1.57,29.84,17.98,2.98,9.95
905427,501940,2071,1,24.59,2.46,22.13,13.98,1.11,3.69
905428,501940,2028,1,17.84,0.0,17.84,11.46,0.89,2.97
905429,501941,2068,1,25.15,2.52,22.63,12.6,0.0,3.77
905430,501941,2067,2,25.35,0.0,25.35,17.58,0.0,8.45
905431,501941,2040,1,18.7,0.0,18.7,11.6,0.0,3.12
905432,501942,2070,1,24.27,0.0,24.27,16.21,1.21,4.04
905433,501942,2007,1,19.52,0.0,19.52,13.42,0.98,3.25
905434,501942,2047,2,17.93,0.0,17.93,12.29,1.79,5.98
905435,501942,2032,1,17.84,0.0,17.84,8.7,0.89,2.97
905436,501943,2011,1,20.33,0.0,20.33,14.23,0.0,3.39
905437,501943,2027,1,17.66,0.0,17.66,12.08,0.0,2.94
905438,501943,2055,1,17.95,0.9,17.05,11.44,0.0,2.84
905439,501944,2011,1,20.15,2.02,18.13,14.23,0.0,3.02
905440,501944,2067,3,24.59,2.46,22.13,17.58,0.0,11.06
905441,501944,2031,2,18.79,0.0,18.79,11.76,0.0,6.26
905442,501945,2067,2,24.26,0.0,24.26,17.58,2.43,8.09
905443,501945,2011,1,20.52,0.0,20.52,14.23,1.03,3.42
905444,501945,2034,1,17.52,0.0,17.52,10.99,0.88,2.92
905445,501946,2011,2,20.64,0.0,20.64,14.23,2.06,6.88
905446,501946,2028,1,18.43,0.0,18.43,11.46,0.92,3.07
905447,501946,2063,1,30.73,0.0,30.73,17.0,1.54,5.12
905448,501946,2046,1,18.37,0.0,18.37,11.77,0.92,3.06
905449,501947,2040,1,18.67,0.93,17.74,11.6,0.0,2.96
905450,501947,2023,3,31.44,0.0,31.44,17.66,0.0,15.72
905451,501948,2047,1,17.71,0.0,17.71,12.29,0.0,2.95
905452,501948,2023,1,30.79,0.0,30.79,17.66,0.0,5.13
905453,501948,2067,2,25.51,0.0,25.51,17.58,0.0,8.5
905454,501950,2068,2,26.18,0.0,26.18,12.6,0.0,8.73
905455,501950,2067,1,26.03,0.0,26.03,17.58,0.0,4.34
905456,501950,2055,1,18.6,0.0,18.6,11.44,0.0,3.1
905457,501951,2067,2,26.05,0.0,26.05,17.58,0.0,8.68
905458,501951,2011,1,19.79,0.0,19.79,14.23,0.0,3.3
905459,501951,2052,1,18.32,0.0,18.32,12.1,0.0,3.05
905460,501952,2011,1,19.57,0.0,19.57,14.23,0.0,3.26
905461,501952,2047,1,18.7,0.94,17.76,12.29,0.0,2.96
905462,501952,2046,1,18.27,0.91,17.36,11.77,0.0,2.89
905463,501952,2067,1,24.68,2.47,22.21,17.58,0.0,3.7
905464,501953,2070,1,25.7,0.0,25.7,16.21,1.29,4.28
905465,501953,2015,2,18.38,0.0,18.38,12.14,1.84,6.13
905466,501954,2070,1,25.72,1.29,24.43,16.21,1.22,4.07
905467,501954,2040,2,17.7,0.0,17.7,11.6,1.77,5.9
905468,501954,2015,1,18.29,0.0,18.29,12.14,0.91,3.05
905469,501955,2068,1,26.03,0.0,26.03,12.6,1.3,4.34
905470,501955,2063,1,30.21,1.51,28.7,17.0,1.44,4.78
905471,501956,2064,1,30.18,1.51,28.67,17.98,0.0,4.78
905472,501956,2011,1,19.42,0.0,19.42,14.23,0.0,3.24
905473,501957,2011,1,20.12,0.0,20.12,14.23,0.0,3.35
905474,501957,2047,1,17.92,0.0,17.92,12.29,0.0,2.99
905475,501957,2070,1,24.57,0.0,24.57,16.21,0.0,4.09
905476,501958,2064,1,31.08,0.0,31.08,17.98,1.55,5.18
905477,501958,2047,1,17.64,0.0,17.64,12.29,0.88,2.94
905478,501959,2011,2,19.59,0.0,19.59,14.23,0.0,6.53
905479,501959,2067,1,24.84,1.24,23.6,17.58,0.0,3.93
905480,501960,2027,1,18.32,0.0,18.32,12.08,0.92,3.05
905481,501960,2015,1,18.7,0.0,18.7,12.14,0.94,3.12
905482,501961,2034,3,17.47,0.0,17.47,10.99,2.62,8.73
905483,501961,2064,1,30.55,0.0,30.55,17.98,1.53,5.09
905484,501961,2028,1,18.86,0.0,18.86,11.46,0.94,3.14
905485,501961,2047,1,18.05,0.0,18.05,12.29,0.9,3.01
905486,501962,2063,1,30.44,0.0,30.44,17.0,0.0,5.07
905487,501962,2064,2,30.06,0.0,30.06,17.98,0.0,10.02
905488,501962,2070,1,26.19,0.0,26.19,16.21,0.0,4.37
905489,501962,2015,2,18.42,0.0,18.42,12.14,0.0,6.14
905490,501963,2023,1,29.5,0.0,29.5,17.66,1.48,4.92
905491,501963,2052,1,17.74,0.0,17.74,12.1,0.89,2.96
905492,501963,2071,1,24.4,0.0,24.4,13.98,1.22,4.07
905493,501963,2011,1,20.18,1.01,19.17,14.23,0.96,3.2
905494,501964,2011,1,20.85,0.0,20.85,14.23,0.0,3.48
905495,501964,2047,1,17.46,0.0,17.46,12.29,0.0,2.91
905496,501964,2055,2,17.51,0.88,16.63,11.44,0.0,5.54
905497,501965,2007,1,20.49,0.0,20.49,13.42,1.02,3.41
905498,501965,2031,1,17.63,0.0,17.63,11.76,0.88,2.94
905499,501965,2055,1,18.7,0.0,18.7,11.44,0.94,3.12
905500,501965,2011,1,20.21,0.0,20.21,14.23,1.01,3.37
905501,501967,2047,1,17.65,0.0,17.65,12.29,0.0,2.94
905502,501967,2055,1,18.44,0.0,18.44,11.44,0.0,3.07
905503,501967,2034,1,17.55,0.88,16.67,10.99,0.0,2.78
905504,501968,2063,1,31.29,0.0,31.29,17.0,1.56,5.21
905505,501968,2052,1,17.58,0.0,17.58,12.1,0.88,2.93
905506,501968,2011,2,20.72,0.0,20.72,14.23,2.07,6.91
905507,501969,2015,1,18.41,0.0,18.41,12.14,0.0,3.07
905508,501969,2047,1,18.49,0.0,18.49,12.29,0.0,3.08
905509,501970,2070,1,24.85,0.0,24.85,16.21,0.0,4.14
905510,501970,2015,2,18.82,1.88,16.94,12.14,0.0,5.65
905511,501970,2011,1,19.84,0.0,19.84,14.23,0.0,3.31
905512,501971,2070,1,24.38,1.22,23.16,16.21,0.0,3.86
905513,501971,2011,1,19.81,0.0,19.81,14.23,0.0,3.3
905514,501971,2007,1,20.72,0.0,20.72,13.42,0.0,3.45
905515,501972,2068,1,24.49,0.0,24.49,12.6,0.0,4.08
905516,501972,2070,1,24.97,0.0,24.97,16.21,0.0,4.16
905517,501972,2063,1,31.12,0.0,31.12,17.0,0.0,5.19
905518,501973,2055,1,18.5,0.0,18.5,11.44,0.0,3.08
905519,501973,2023,1,29.98,1.5,28.48,17.66,0.0,4.75
905520,501974,2040,1,18.83,0.94,17.89,11.6,0.0,2.98
905521,501974,2011,3,19.61,0.98,18.63,14.23,0.0,9.31
905522,501974,2023,2,29.58,0.0,29.58,17.66,0.0,9.86
905523,501974,2047,1,18.11,0.0,18.11,12.29,0.0,3.02
905524,501975,2040,1,17.81,0.0,17.81,11.6,0.89,2.97
905525,501975,2068,1,24.79,0.0,24.79,12.6,1.24,4.13
905526,501976,2031,1,17.48,0.87,16.61,11.76,0.83,2.77
905527,501976,2055,1,18.36,0.0,18.36,11.44,0.92,3.06
905528,501976,2047,2,17.98,0.9,17.08,12.29,1.71,5.69
905529,501977,2055,2,18.74,0.0,18.74,11.44,1.87,6.25
905530,501977,2046,1,18.2,0.91,17.29,11.77,0.86,2.88
905531,501978,2011,1,20.73,0.0,20.73,14.23,0.0,3.46
905532,501978,2070,1,25.82,0.0,25.82,16.21,0.0,4.3
905533,501979,2063,1,31.21,0.0,31.21,17.0,1.56,5.2
905534,501979,2046,1,18.8,0.0,18.8,11.77,0.94,3.13
905535,501979,2028,1,18.77,0.0,18.77,11.46,0.94,3.13
905536,501980,2040,1,18.02,0.0,18.02,11.6,0.0,3.0
